,url,title,company,description
0,https://itviec.com/it-jobs/data-analyst-ngan-hang-a-chau-acb-5212,"
Data Analyst
",Ngân Hàng Á Châu | ACB,"

The Job



Phát triển cấu trúc điều khiển trong một môi trường đơn giản để đảm báo tính chính xác và chất lượng của dữ liệu thông qua tất cả các kênh dữ liệu.Cung cấp tư duy lãnh đạo và tham gia vào các dự án có liên quan đến luồng dữ liệu và quy trình dữ liệu.Đảm bảo kiểm soát các ứng dụng để đảm bảo tính toàn vẹn dữ liệu bằng cách thực hiện phân tích các lỗ hổng trong tính toàn vẹn dữ liệu.Phối hợp xử lý các lỗ hỏng trong tính toàn vẹn dữ liệu bằng cách làm việc với Khối kinh doanh và Công nghệ thông tin.Làm việc với các đơn vị kinh doanh để thu thập và hiểu các yêu cầu chức năng , phát triển các câu truy vấn phức tạp và cung cấp các báo cáo

 , 
Your Skills and Experience

Tốt nghiệp Đại học trở lên, chuyên ngành CNTT, tài chính ngân hàng, hoặc kết hợp chuyên ngành học với kinh nghiệm làm việc có liên quan đến quản trị dữ liệuCấp Nhân viên: ưu tiên các bạn sinh viên vừa tốt nghiệp có GPA > 7.0, TOEIC > 600, yêu thích về mảng dữ liệu.Cấp Chuyên viên: có ít nhất 3 năm kinh nghiệm phân tích dữ liệu, 1 năm kinh nghiệm về SQL, 1 năm kinh nghiệm trong lĩnh vực tài chính.

"
1,https://itviec.com/it-jobs/big-data-engineer-2000-4000-trusting-social-4257,"
Big Data Engineer ($2000 - $4000)
",Trusting Social,"

The Job



Trusting Social is looking for a passionate and committed Big Data Engineer who will work on the Data processing platform (Trust-Data) for collecting, storing, processing, and analysing huge data sets. The primary focus will be on designing and developing optimal solutions to launch and use them for the deep analysis by the Data Scientists of Trusting Social. Post the launch the ownership and onus of maintaining, enhancing, and monitoring lies with you. You will also be responsible for integrating them with the architecture used across the company. Why is this job key to Trusting Social - The data sets that are ingested and transformed by the Data engineering team form the crux of the source for the Data scientists at Trusting Social, who would then run their complex algorithms and routines on the quality output enabled by the Trust-Data Engineering team. Key Job Responsibilities : A Data engineer in TrustinSgocial works on the data pipeline infrastructure that is veritably the backbone of our business. In a day's job you would be writing elegant functional SCALA code to crunch TBs of data on Hadoop clusters, mostly using Spark. In a week's job, you would be owning a data pipeline deployment to clusters : on-prem or AWS or Azure or more. In a month's job, you would be managing Hadoop clusters right from security to reliability to HA. Did we mention we are building a pluggable,unified data-lake from scratch? Time to time you have new challenges for automating and scaling tasks for Data science team. We constantly look to improve our framework and pipelines, hence learning on the job is sort of a given. This is the big picture of our big data system.  Our expertise and requirements include but are not limited to Spark, Scala, HDFS, Yarn, Hive, Kafka, Distributed Systems, Python, Datastores (Relational and NoSql) and Airflow.

 , 
Your Skills and Experience

Proficiency with Hadoop v2, MapReduce, HDFSExperience with Spark and its latest featuresExperience with integration of data from multiple data sourcesExperience with NoSQL databases, such as HBase, Cassandra, MongoDBKnowledge of various ETL techniques and frameworks, such as FlumeExperience with various messaging systems, such as Kafka or RabbitMQExperience with Big Data ML tool kits, such as Mahout, SparkML, or H2OGood understanding of Lambda Architecture, along with its advantages and drawbacksExperience with Cloudera and Horton worksBS or MS in CSAt least 2 years of experience as software architect for large-scale enterprise software solutions

"
2,https://itviec.com/it-jobs/data-scientist-knorex-0828,"
Data Scientist
",Knorex ,"

The Job



Knorex develops a cloud-based, highly scalable, all-in-one advertising and marketing platform called Knorex XPO™ (https://xpo.knorex.com/) where Advertisers, Agencies and Publishers can easily create, optimize & publish Dynamic Ads worldwide with speed and ease. As part of the platform offering, anyone can launch performance campaign and traffic their ads programmatically via automated buying through our in-house media planner, real-time bidder and optimizer. Owing to the large and real-time stream of data, we would have to devise efficient algorithms to tackle the challenges. We are seeking for a Data Scientist with the zest and passion to join us in developing the platform. You will be working with cross-disciplinary teams including Data Engineers, Performance Specialists and Software Engineers to build a highly intelligent and scalable system that can handle billions of requests per day, all delivered within milliseconds.In this role, you will be expected to possess solid experience in applying machine learning algorithms and statistical techniques to build highly accurate models. You need to acquire a deep technical understanding of the platform, and work with other team members to ensure the timely delivery of the planned tasks and critically assess and monitor the efficiency and/or effectiveness of the models.Key ResponsibilitiesDevelop clever algorithms and pragmatic solutions to our automation and optimization problems.Build high accuracy machine learning models that can learn and optimize performance from vast amount of data.Develop metrics to measure the outcome/impact of your introduced solutions.Work with other members to implement and integrate into our existing systems.Document and improve the solutions over time.Evaluate and identify new technologies for implementation.Communicate with our business and technical teams to understand the analytics requirements.Respond and follow up to incorporate feedback and draw new insights.Prioritize tasks to meet multiple deadlines.

 , 
Your Skills and Experience

Solid understanding of statistical analysis, machine learning and data-modeling.Experience in predictive modeling and analysis.Practical experience with machine learning toolkits and frameworksWillingness to learn and able to pick up new technology or new concepts fast;Able to work independently as well as in collaborative mode with minimum supervision;Work productively even under pressure;Possess good work ethic, attitude with good follow-through;Excellent communication in written and spoken English.

"
3,https://itviec.com/it-jobs/middle-senior-data-engineer-sendo-vn-2521,"
Middle / Senior Data Engineer
",Sendo.vn,"

The Job



Collaborate and understand the requirements from Data Analyst/ Business Users and turn into technical insight.Investigate source of data and realize ETL method to collect data automaticallyAssess, organize data warehouse how to stable, correct and easy to access and manageResearch new technologies/ methodologies which can be applied to improve business performance and optimize costs.

 , 
Your Skills and Experience

13th month salary yearlyExtra bonus based on performance and company profit yearlyExtra Insurance – FPT CareHas chance to become the shareholder of the companyCompany Trip annuallyTeam building trip annuallyGift on special days like birthday, Tet and HolidaysOpportunities to work in Agile EnvironmentOffice is located in District 7Team building activities such as Fruit DaysSport activities like Football clubTraining to develop our employeesPerformance Review every year to adjust Salary and title/position

"
4,https://itviec.com/it-jobs/senior-data-engineer-python-aws-talosix-0019,"
Senior Data Engineer
",Talosix,"

The Job



Take ownership for ensuring that ML code, model prototypes and pipelines are deployed successfully into production that solves a variety of ML-based use cases for our healthcare customers.Design and build secure data pipeline solution architectures that consume high dimensional structured, unstructured and sensitive medical data, such as medical records, clinical notes, and others.Deploy solutions and/or products either to customer’s cloud or on-premise infrastructure leveraging the full spectrum of cloud services, or Talosix’s platform.Collaborate with data scientists to automate model training, testing and deployment via ML continuous delivery pipelines.Provide solution design expertise and implement features of Talosix’s cloud platform that will allow our data scientists and engineers to accelerate development & deployment of prototypes and products.Troubleshoot client production issues that arise.Be a hands-on team player working collaboratively with our U.S and HCMC engagement managers, project managers, data scientists and clients to deliver prototypes and other project deliverables.Partner with U.S. product leadership & delivery team to identify which prototypes can be converted and scaled into re-usable products.

 , 
Your Skills and Experience

Bachelor’s degree (or higher) in Computer Science or Engineering with 5+ years of related work experience.3+ years of industry experience building and deploying ML models in production. Any healthcare industry experience would be a huge plus.Demonstrated 2+ years industry experience working with one of the core cloud platforms and its associated products (AWS, GCP or Azure) as related to building data pipelines that support ML workloads. AWS experience is highly desired.Expert software engineering skills with high programming proficiency in Python, Scala, and/or Java. Demonstrated experience using these languages in creating data and feature pipelines.Hands-on experience working with distributed compute platforms, preferably Spark.Strong working familiarity with one or more ML application areas: NLP (preferable), deep learning methods, clustering, decision trees, classification, and regression.Expert familiarity working with mainstream ML libraries such as scikit-learn, Gensim, Spark MLlib, or others.Some fluency in working with or deploying deep learning libraries or frameworks will be a big plus such as TensorFlow, Keras, Caffe, Theano, PyTorch, or MXNet.Solid proficiency in SQL for querying, extracting, cleaning and preparing data.Experience architecting or deploying cloud/virtualization solutions with an eye toward avoiding and reducing technical debt.Excellent verbal and written communication skills in English.Some people management experience leading small teams of engineers is desirable.Experience working with global and remote teams will be an added bonus.

"
5,https://itviec.com/it-jobs/senior-data-scientist-python-java-talosix-5548,"
Senior Data Scientist
",Talosix,"

The Job



Design, build and deploy prototypes that solve a variety of NLP-based use cases. These prototypes can range from extracting medical information from clinical notes to predicting patient re-admission rates that have direct impact on revenue and bottom line.Take the lead to build & maintain language representation models trained on clinical notes. Given a clinical note as input this model, for example, will be able to extract information such as medications, diagnoses, symptoms, treatments, and other entities.Grow, lead and coach a small team of data scientists in HCMC.Evaluate off-the-shelf medical NLP libraries/products, both open-source and commercial, such as Amazon Comprehend Medical, by building & testing proof of concepts.Work with high dimensional and protected health related data.Stay up to date on the latest NLP research publications.Be a hands-on team player working collaboratively with our U.S and HCMC client engagement managers, project managers and data engineers to deliver model prototypes and other project deliverables.Partner with U.S. product leadership & delivery team to identify which prototypes can be converted and scaled into re-usable products on our platform.

 , 
Your Skills and Experience

4+ years of industry experience fitting, building and deploying ML models in production. Any healthcare industry related experience would be a huge plus but not needed.Deep understanding of NLP annotators along with some industry experience in building NLP-based applications.Understanding/familiarity or some experience working with state-of-the-art pre-trained language models such as ULMFiT, ELMo, BERT, will be awesome.Good software engineering skills with high proficiency in Python (preferable), Scala, and/or Java. Demonstrated experience using these languages in creating data feature pipelines.Proficient in SQL for querying and extracting data.Solid familiarity working with mainstream NLP libraries such as Gensim, SpaCy, NLTK, and others.Some fluency in working with one of the deep learning frameworks: TensorFlow, Keras, Caffe, Theano, PyTorch, or MXNet.Familiarity with one of the cloud platforms (AWS, GCP or Azure).  Any hands-on experience will be a bonus.Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner to both technical and non-technical customers in plain English.Some people management experience.Experience working with global and remote teams will be an added bonus.Have strong point of view but you are low-ego.MS (or higher) in Computer Science, Mathematics, Statistics or Operations Research, or related field preferably with research in machine learning.

"
6,https://itviec.com/it-jobs/senior-data-engineer-chotot-4832,"
Data Engineer (Senior)
",Chotot,"

The Job



Cho Tot technology foundation is growing and expanding to power our next level of growth, serving ten of millions of Vietnamese via our digital products. Our engineering team are building robust platform, automations and data engineering pipeline that enabling continuous explorations in product innovations.Join us to build systems that serve more than hundred of millions requests and build and put to use of data pipeline having more than billion of messages passing through daily. You will be solving big scale and fast data problem in a fast pace agile software development for internet digital product.  You will have very competitive remuneration with exposure to regional travel within Singapore, Malaysia, Myanmar for collaboration workshop as well as specific sharing conferences.Scope of works:Join in and responsible for the development and execution of highly complex and large scale data structures and pipelines to organize, collect and standardize data to generate insights and addresses reporting and advance analytic needs.Writes highly complex ETL processes, designs database systems and develops tools for real-time and offline analytic processing.Designs and modifies components of new and existing systems to promote an integral data operations process that enable a distributed BI across multiple data driven business operations.Collaborates cross-functionally to build and convert algorithms and data models into production systems to support new product innovations.Leverages edge technologies and programming skills in Python, Java and SQL to creatively solve complex business problems.Design and implement custom packages to answer challenging analytical problems. Applies knowledge of systems and products to advise on analytical works across different business units.

 , 
Your Skills and Experience

3+ years of related experience in building data engineering pipeline.Knowledge in Spark, data streaming architectures, experience using and optimizing services such AWS Redshift, BigQuery, Dataflow, Dataproc, Airflow pipelines and framework.Expertise in SQL, Python or Java with experience in bash shell scripts, UNIX utilities.Experience in data engineering work supporting ML vision and NLP is a plus.Proven ability to leverage multiple tools and programming languages to analyze and manipulate large data sets from disparate data sources and build innovative solutions.A team player having superior ability to communicate technical ideas and results to non-technical partners in written and verbal form.Self-motivated, detail oriented and responsible.BSc, MSc degree in Computer Science related fields.

"
7,https://itviec.com/it-jobs/data-lake-developer-golang-python-java-ngan-hang-a-chau-acb-5025,"
DATA LAKE Developer (Golang/Python/Java)
",Ngân Hàng Á Châu | ACB,"

The Job



Phát triển và duy trì ống dữ liệu có thể mở rộng và đáng tin cậy để nhập dữ liệu từ nhiều nguồn dữ liệu khác nhau vào Data Lake, đảm bảo định dạng dữ liệu đúng và tuân thủ các tiêu chuẩn chất lượng dữ liệu, đảm bảo người dùng cuối có thể nhận dữ liệu nhanh chóng.Phát triển và duy trì nền tảng Big Data có khả năng mở rộng cao cho phép thu thập, lưu trữ và lập mô hình phân tích các tập dữ liệu khổng lồ từ nhiều kênh. Xác định và duy trì ống dữ liệu , cấu trúc dữ liệu, định dạng dữ liệu để hình thành giải pháp kinh doanh.Phát triển và hình thành các giải pháp phân tích big data và batch/ realtime để tận dụng các công nghệ mới nổiLàm việc theo nhóm để xây dựng hồ dữ liệu Hadoop thế hệ tiếp theo, và các ứng dụng phân tích trên một nhóm các công nghệ Hadoop cốt lõi.Đánh giá các công nghệ và sản phẩm mới, nghiên cứu để xác định các cơ hội tác động đến chiến lược kinh doanh, yêu cầu kinh doanh và hiệu suất có thể đẩy nhanh truy cập dữ liệu.Làm việc với bộ phận Phân tích nâng cao để lập kế hoạch và thực hiện tạo thông tin chi tiết có tác động cao thông qua phân tích big dataĐảm bảo quản lý cấu hình thích hợp và kiểm soát thay đổi được thực hiện trong suốt quá trình di chuyển mã

 , 
Your Skills and Experience

Tốt nghiệp Đại học trở lên về Công nghệ thông tin/ Quản lý dữ liệu/ Big Data/ MISCấp Nhân viên: ưu tiên các bạn sinh viên có GPA >= 7.0, TOEIC >= 600, yêu thích dữ liệu và mô hình dữ liệu.Cấp Chuyên viên:thành thạo ít nhất 1 ngôn ngữ lập trình trong công nghệ Big Data: Python, Java, Scalar, Go lang v.v.../ Kinh nghiệm liên quan đến Data Architect/ Data Model, Data Lake/  lập trình Backend API từ 2 năm trở lên.     Kinh nghiệm thực tiễn về các nền tảng và công cụ  "" dữ liệu lớn "" bao gồm nhập dữ liệu ( batch & realtime ), chuyển đổi và phân phối trong hệ sinh thái Hadoop  ( Hadoop, Pig, Hive, Flume, Ozie, Avro, YARN, Kafka, Storm và Apache Ni-Fi ), kinh nghiệm về backend microserver, Điện toán đám mây như Google, AWS, các dự án về Big Data trong lĩnh vực tài chính là một lợi thế.Có khả năng đọc các tài liệu chuyên ngành IT bằng tiếng Anh.

"
8,https://itviec.com/it-jobs/data-engineer-java-python-sql-1300-vincere-5221,"
Data Engineer (Java/Python, SQL), $1300+
",Vincere,"

The Job



About youYou are a talented and passion driven individual who values working in a fast-growing environment, delivering high quality client-oriented services and collaborating with your peers.You are a motivated, detailed oriented, have technical skills and energetic person who works well in a fast-paced, dynamic small-team environment. You learn quickly and are passionate about helping others.About VincereVincere.io is a SaaS cloud recruitment tool empowering the executive search and staffing agencies to recruit the best talent in 50+ countries spread across 5 continents.You desire to be part of a fast-growing company and contribute to the mission of building the tool of choice of ambitious companies that everyday strive to enhance their daily recruitment operations.You are oriented to grow and so are we: our customer base in the past 6 months have been growing significantly and are poised to even more growing by the end of 2019.At Vincere we are passionate about what we do. As you are equally driven we are so we are looking forward to meet you to join us on this journey of rapid expansion.What does it mean to be a Data engineer at Vincere? As a Data Engineer you will become part of our Professional Services team to support our international clients all over the world.You will be working with our clients to define their data migration strategies thru a detailed but easy to follow project plan.In performing your tasks you will work with a team of Data Engineers by using a variety of DataBase tools, formats and learning the best practices that we follow.You will be based in our Saigon office in Vietnam, working as part of a young, international team in one of Asia’s most dynamic cities.With offices opening in the US in early 2019,  this role is a natural stepping stone into either location for the right candidate.What you get to doAre you passionate about Data and databases? Use various tools such as SQL Server, PostgreSQL, MySQL, Pentaho and moreCraft ETL processes to complete data migrations from other software packages into our products in a timely and accurate mannerDevelop procedures and scripts for continuous improvement and repeatable processesCoordinate database changes and migrations with the technical team, projects’ team and management.Manage Project Plan and communication between the client and business stakeholdersValidate and analyze data sets to ensure data consistency and internal requirements are metAssist in technical direction for internal data models by coordinating with internal groupsProduce client focused reports and logs of operations performed, including error reportingParticipate in detailed design and product test execution as requiredFacilitate resolution of production data migration issuesWork with clients to generate data mapping documents to execute againstCreate and manage project plans with the clientsOther projects and duties as required

 , 
Your Skills and Experience

What We Need In YouStrong problem solving skills, including the ability to analyze complex problems and create well documented solutionsProactive, adaptable, detail oriented and very well organisedStrong focus on automating repeatable tasksExcellent written and verbal communication skills, interpersonal skills, and multitasking capabilitiesAbility to work under pressure both independently and within a team, in a fast-paced environment2+ years experience in writing code to intake and clean dataAbility to develop SQL codes with a variety of different types of databases such as MS SQL Server, PostGreSQL, MySQL, and AccessAbility to write MS Excel or/and Google Sheet formulas, and experience to use other power tools like Javascript, Bash script, Java, Python, etc would be a plusDevelop Google Sheet and Excel formulas to automate data migration processesExperience migrating, loading and validating data sets into production environmentsBackground migrating between different data sources CSV, Excel, and SQL. Have you done JSON migration? This is a plus.Experience in working with Google Apps Scripts, Google Sheets, RegExp and Microservices is desirableDevelop Google Sheet and Excel formulas to automate data migration processesBachelor’s Degree in Technology related field or equivalent combination of education and work experience

"
9,https://itviec.com/it-jobs/backend-engineer-python-database-mysql-grasshopper-asia-5729,"
Backend Engineer(Python,Database,MySQL)
",Grasshopper Asia,"

The Job



As (Python) backend engineer in a tech focused company, you will be making some of the most strategic decisions to scale and evolve our platform.Backend engineers work across all teams and projects and have experience or interest in building robust solutions.Improve design and performance of existing applications used in the trading activities.Implement new exchange connectivity, applications used in the crypto trading activities.Influence architecture and protocols for future evolutionsTake care of the code base, share knowledge, introduce new ideas: grow the dev culture!

 , 
Your Skills and Experience

Skills and Knowledge RequirementsAs a (Python) Backend Engineer, you should possess the following competencies:2+ year of Python2+ years of RDBMS (MySql or Postgres) development experienceDjango development experience.Basic understanding of web technologies such as websocket / RESTful web serviceUnderstanding OO and TDD principlesStrong unit test and debugging skillsGit or versioning experienceIt will be useful if you have prior experience in the following technologies:Implementing micro-servicesMessaging system (e.g. 0MQ), Distributed systemGloud techonologiesCI/CD toolsGNU LinuxCode profilingDockerWho we are looking for We are looking for team-players who are creative in their approach to problem solving. They take the initiative to explore different ways to resolve an issue, and systematically find the most efficient and effective way to do it.

"
